date,city_name,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,aqi_category
2025-05-24,Chengdu,146.8,162.4,133.7,170.9,156.9,Unhealthy
2025-05-25,Chengdu,137.5,161.1,130.0,162.5,158.3,Unhealthy
2025-05-26,Chengdu,167.2,171.0,163.9,182.3,208.4,Very Unhealthy
2025-05-27,Chengdu,165.6,172.6,145.6,172.4,189.0,Unhealthy
2025-05-28,Chengdu,183.3,199.6,172.6,189.4,215.1,Very Unhealthy
2025-05-29,Chengdu,166.2,183.7,165.9,190.0,203.0,Very Unhealthy
2025-05-30,Chengdu,154.8,181.0,158.0,170.1,189.5,Unhealthy
2025-05-31,Chengdu,128.8,132.0,130.7,152.6,149.3,Unhealthy for Sensitive Groups
2025-06-01,Chengdu,131.9,125.8,103.0,145.3,120.7,Unhealthy for Sensitive Groups
2025-06-02,Chengdu,145.7,161.3,154.5,163.3,168.2,Unhealthy
2025-06-03,Chengdu,155.7,142.4,140.3,159.1,148.6,Unhealthy for Sensitive Groups
2025-06-04,Chengdu,135.1,146.6,123.9,152.2,171.8,Unhealthy
2025-06-05,Chengdu,125.4,133.4,134.0,150.8,152.2,Unhealthy
2025-06-06,Chengdu,151.8,132.7,144.9,146.1,178.4,Unhealthy
2025-06-07,Chengdu,81.9,96.0,99.0,106.2,120.9,Unhealthy for Sensitive Groups
2025-06-08,Chengdu,111.0,117.9,96.8,126.1,128.8,Unhealthy for Sensitive Groups
2025-06-09,Chengdu,150.3,163.1,152.6,145.9,167.4,Unhealthy
2025-06-10,Chengdu,129.8,133.5,120.6,131.6,150.1,Unhealthy
2025-06-11,Chengdu,130.3,145.7,132.6,146.1,140.9,Unhealthy for Sensitive Groups
2025-06-12,Chengdu,145.9,150.6,136.0,155.5,157.4,Unhealthy
2025-06-13,Chengdu,141.5,149.7,134.7,141.5,172.0,Unhealthy
2025-06-14,Chengdu,114.8,130.0,115.9,116.1,125.5,Unhealthy for Sensitive Groups
2025-06-15,Chengdu,72.2,103.8,87.6,103.4,106.3,Unhealthy for Sensitive Groups
2025-06-16,Chengdu,144.4,163.9,128.8,157.3,181.8,Unhealthy
2025-06-17,Chengdu,134.2,137.6,114.2,133.1,148.3,Unhealthy for Sensitive Groups
2025-06-18,Chengdu,126.2,132.7,118.9,144.0,152.4,Unhealthy
2025-06-19,Chengdu,147.7,163.5,147.3,153.1,169.2,Unhealthy
2025-06-20,Chengdu,124.7,143.0,120.4,147.0,139.9,Unhealthy for Sensitive Groups
2025-06-21,Chengdu,89.0,99.9,103.9,105.5,134.8,Unhealthy for Sensitive Groups
2025-06-22,Chengdu,117.6,108.0,101.8,126.5,128.1,Unhealthy for Sensitive Groups
2025-06-23,Chengdu,133.5,163.2,156.4,147.7,166.2,Unhealthy
2025-06-24,Chengdu,123.4,137.7,131.5,144.2,148.9,Unhealthy for Sensitive Groups
2025-06-25,Chengdu,124.5,131.4,132.5,138.5,151.4,Unhealthy
2025-06-26,Chengdu,149.0,151.8,144.3,161.8,156.3,Unhealthy
2025-06-27,Chengdu,133.9,159.7,135.7,138.1,167.6,Unhealthy
2025-06-28,Chengdu,89.9,99.1,96.4,104.1,115.2,Unhealthy for Sensitive Groups
2025-06-29,Chengdu,94.2,108.0,110.6,106.8,116.1,Unhealthy for Sensitive Groups
2025-06-30,Chengdu,152.7,149.8,150.1,163.6,179.3,Unhealthy
2025-07-01,Chengdu,108.2,116.7,134.7,148.4,141.4,Unhealthy for Sensitive Groups
2025-07-02,Chengdu,117.8,135.8,123.3,136.7,163.4,Unhealthy
2025-07-03,Chengdu,112.1,129.7,121.3,139.8,167.5,Unhealthy
2025-07-04,Chengdu,141.3,158.9,148.0,172.2,182.3,Unhealthy
2025-07-05,Chengdu,96.6,100.6,104.2,116.1,114.5,Unhealthy for Sensitive Groups
2025-07-06,Chengdu,115.0,113.5,97.4,107.4,125.6,Unhealthy for Sensitive Groups
2025-07-07,Chengdu,129.5,151.9,115.5,159.9,148.3,Unhealthy for Sensitive Groups
2025-07-08,Chengdu,122.7,130.2,118.7,137.8,143.4,Unhealthy for Sensitive Groups
2025-07-09,Chengdu,136.5,149.5,133.8,148.7,156.2,Unhealthy
2025-07-10,Chengdu,139.6,137.1,132.0,151.8,168.6,Unhealthy
2025-07-11,Chengdu,123.0,147.7,119.2,142.0,153.9,Unhealthy
2025-07-12,Chengdu,90.8,108.3,86.8,113.3,138.1,Unhealthy for Sensitive Groups
2025-07-13,Chengdu,112.6,116.3,108.6,116.8,112.4,Unhealthy for Sensitive Groups
2025-07-14,Chengdu,136.6,163.3,132.4,151.0,167.4,Unhealthy
2025-07-15,Chengdu,143.6,129.1,136.6,162.1,164.3,Unhealthy
2025-07-16,Chengdu,148.3,166.4,140.5,151.5,172.9,Unhealthy
2025-07-17,Chengdu,167.3,146.1,139.7,153.6,166.4,Unhealthy
2025-07-18,Chengdu,147.0,152.4,140.1,150.6,148.4,Unhealthy for Sensitive Groups
2025-07-19,Chengdu,87.5,90.6,96.2,125.6,109.1,Unhealthy for Sensitive Groups
2025-07-20,Chengdu,112.0,128.4,119.8,112.4,113.9,Unhealthy for Sensitive Groups
2025-07-21,Chengdu,157.3,162.4,141.3,155.8,161.1,Unhealthy
2025-07-22,Chengdu,140.4,161.3,144.3,160.7,172.0,Unhealthy
2025-07-23,Chengdu,131.9,124.5,120.9,129.7,145.6,Unhealthy for Sensitive Groups
2025-07-24,Chengdu,127.7,148.3,125.5,140.1,152.8,Unhealthy
2025-07-25,Chengdu,143.6,148.0,148.8,167.6,175.3,Unhealthy
2025-07-26,Chengdu,112.2,95.0,89.7,102.1,103.7,Unhealthy for Sensitive Groups
2025-07-27,Chengdu,107.8,120.6,120.7,132.5,143.5,Unhealthy for Sensitive Groups
2025-07-28,Chengdu,126.2,132.4,130.6,150.1,128.8,Unhealthy for Sensitive Groups
2025-07-29,Chengdu,150.7,154.9,144.0,148.4,167.0,Unhealthy
2025-07-30,Chengdu,129.4,141.7,140.6,162.1,148.5,Unhealthy for Sensitive Groups
2025-07-31,Chengdu,126.9,126.2,125.8,148.1,150.0,Unhealthy for Sensitive Groups
2025-08-01,Chengdu,114.8,127.6,121.9,129.6,156.2,Unhealthy
2025-08-02,Chengdu,106.6,109.9,96.7,116.8,121.0,Unhealthy for Sensitive Groups
2025-08-03,Chengdu,105.6,112.2,96.1,126.0,117.5,Unhealthy for Sensitive Groups
2025-08-04,Chengdu,134.0,157.0,141.4,148.2,159.1,Unhealthy
2025-08-05,Chengdu,130.6,156.8,126.5,154.9,166.5,Unhealthy
2025-08-06,Chengdu,147.7,149.9,158.0,167.5,175.7,Unhealthy
2025-08-07,Chengdu,121.2,134.4,118.7,144.1,149.9,Unhealthy for Sensitive Groups
2025-08-08,Chengdu,132.0,154.4,141.7,147.3,173.3,Unhealthy
2025-08-09,Chengdu,90.2,113.1,90.3,103.3,123.6,Unhealthy for Sensitive Groups
2025-08-10,Chengdu,95.2,110.8,91.9,108.4,114.5,Unhealthy for Sensitive Groups
2025-08-11,Chengdu,129.2,144.1,130.8,139.5,150.1,Unhealthy
2025-08-12,Chengdu,132.8,144.1,136.9,141.1,145.1,Unhealthy for Sensitive Groups
2025-08-13,Chengdu,133.0,141.4,141.9,151.5,149.1,Unhealthy for Sensitive Groups
2025-08-14,Chengdu,130.9,147.2,132.3,139.9,142.3,Unhealthy for Sensitive Groups
2025-08-15,Chengdu,138.6,151.2,127.1,146.2,174.1,Unhealthy
2025-08-16,Chengdu,123.0,116.2,106.6,126.5,142.3,Unhealthy for Sensitive Groups
2025-08-17,Chengdu,116.8,116.1,117.0,121.5,136.2,Unhealthy for Sensitive Groups
2025-08-18,Chengdu,144.2,145.5,140.2,141.8,157.6,Unhealthy
2025-08-19,Chengdu,148.1,161.4,140.1,174.4,172.4,Unhealthy
2025-08-20,Chengdu,143.9,143.5,140.7,155.2,159.8,Unhealthy
2025-08-21,Chengdu,151.6,146.0,141.6,182.9,177.4,Unhealthy
2025-08-22,Chengdu,144.1,161.6,140.4,169.4,184.5,Unhealthy
2025-08-23,Chengdu,91.3,118.5,109.5,139.3,132.0,Unhealthy for Sensitive Groups
2025-08-24,Chengdu,97.5,115.7,112.9,121.2,128.2,Unhealthy for Sensitive Groups
2025-08-25,Chengdu,139.3,139.5,132.8,134.4,149.5,Unhealthy for Sensitive Groups
2025-08-26,Chengdu,151.4,139.2,153.9,163.4,188.4,Unhealthy
2025-08-27,Chengdu,130.6,124.2,127.0,140.4,124.5,Unhealthy for Sensitive Groups
2025-08-28,Chengdu,149.1,159.0,137.2,149.3,159.8,Unhealthy
2025-08-29,Chengdu,129.2,149.4,127.2,157.9,170.1,Unhealthy
2025-08-30,Chengdu,108.3,126.1,106.9,117.9,130.2,Unhealthy for Sensitive Groups
2025-08-31,Chengdu,88.3,103.8,100.5,95.1,115.9,Unhealthy for Sensitive Groups
2025-09-01,Chengdu,176.1,198.5,172.4,177.1,207.0,Very Unhealthy
2025-09-02,Chengdu,167.8,180.3,168.1,186.0,202.8,Very Unhealthy
2025-09-03,Chengdu,195.5,192.0,167.1,194.2,217.9,Very Unhealthy
2025-09-04,Chengdu,185.3,200.5,179.4,198.9,215.2,Very Unhealthy
2025-09-05,Chengdu,188.3,177.2,181.8,209.5,217.6,Very Unhealthy
2025-09-06,Chengdu,131.6,126.0,127.5,131.6,149.9,Unhealthy for Sensitive Groups
2025-09-07,Chengdu,142.7,140.4,123.0,141.2,147.0,Unhealthy for Sensitive Groups
2025-09-08,Chengdu,161.0,170.5,168.9,191.4,186.4,Unhealthy
2025-09-09,Chengdu,161.8,164.1,161.7,187.1,198.6,Unhealthy
2025-09-10,Chengdu,169.7,193.0,174.8,196.0,217.8,Very Unhealthy
2025-09-11,Chengdu,190.4,218.5,187.2,209.0,215.2,Very Unhealthy
2025-09-12,Chengdu,172.3,183.9,159.3,191.0,216.8,Very Unhealthy
2025-09-13,Chengdu,138.2,142.6,147.7,145.3,152.3,Unhealthy
2025-09-14,Chengdu,125.9,143.5,130.4,138.2,156.6,Unhealthy
2025-09-15,Chengdu,160.6,169.5,147.7,183.7,180.9,Unhealthy
2025-09-16,Chengdu,168.1,174.3,160.7,173.8,208.1,Very Unhealthy
2025-09-17,Chengdu,169.5,183.5,163.6,202.2,181.6,Unhealthy
2025-09-18,Chengdu,150.8,181.8,155.1,168.2,173.2,Unhealthy
2025-09-19,Chengdu,167.7,166.6,174.9,185.5,198.0,Unhealthy
2025-09-20,Chengdu,109.4,119.7,114.3,127.0,128.4,Unhealthy for Sensitive Groups
2025-09-21,Chengdu,125.1,153.8,125.1,139.6,154.0,Unhealthy
2025-09-22,Chengdu,172.0,191.0,163.8,194.2,210.0,Very Unhealthy
2025-09-23,Chengdu,178.7,188.2,169.5,180.9,195.8,Unhealthy
2025-09-24,Chengdu,181.3,167.5,159.8,188.4,201.8,Very Unhealthy
2025-09-25,Chengdu,176.0,187.1,159.5,181.2,201.7,Very Unhealthy
2025-09-26,Chengdu,191.9,199.6,181.1,212.8,235.7,Very Unhealthy
2025-09-27,Chengdu,136.3,139.6,140.9,148.4,160.3,Unhealthy
2025-09-28,Chengdu,138.2,143.8,141.2,166.3,155.8,Unhealthy
2025-09-29,Chengdu,155.3,167.5,150.9,186.0,181.7,Unhealthy
2025-09-30,Chengdu,181.1,184.2,178.5,188.0,204.3,Very Unhealthy
2025-10-01,Chengdu,190.4,209.3,189.2,212.7,210.7,Very Unhealthy
2025-10-02,Chengdu,182.9,203.0,178.6,201.5,209.7,Very Unhealthy
2025-10-03,Chengdu,184.9,188.0,160.1,184.5,229.7,Very Unhealthy
2025-10-04,Chengdu,125.9,140.6,126.7,143.9,169.8,Unhealthy
2025-10-05,Chengdu,128.6,137.0,140.1,137.2,144.2,Unhealthy for Sensitive Groups
2025-10-06,Chengdu,160.0,170.7,151.1,164.6,202.0,Very Unhealthy
2025-10-07,Chengdu,173.4,181.0,169.1,186.6,189.8,Unhealthy
2025-10-08,Chengdu,170.1,178.6,178.7,180.7,198.0,Unhealthy
2025-10-09,Chengdu,176.5,195.1,174.1,183.4,205.7,Very Unhealthy
2025-10-10,Chengdu,190.4,194.4,179.0,211.8,209.1,Very Unhealthy
2025-10-11,Chengdu,124.4,136.1,119.8,138.5,153.2,Unhealthy
2025-10-12,Chengdu,131.2,145.4,108.9,149.9,157.5,Unhealthy
2025-10-13,Chengdu,156.5,162.8,147.6,174.8,189.2,Unhealthy
2025-10-14,Chengdu,193.6,180.6,162.8,192.3,217.7,Very Unhealthy
2025-10-15,Chengdu,167.7,174.7,171.5,186.8,177.6,Unhealthy
2025-10-16,Chengdu,188.0,196.5,189.0,202.4,229.5,Very Unhealthy
2025-10-17,Chengdu,179.6,208.7,167.8,200.7,216.1,Very Unhealthy
2025-10-18,Chengdu,136.9,153.6,140.2,157.6,168.7,Unhealthy
2025-10-19,Chengdu,147.1,145.1,134.8,161.0,163.8,Unhealthy
2025-10-20,Chengdu,171.9,196.9,158.5,195.5,208.1,Very Unhealthy
2025-10-21,Chengdu,177.7,182.1,178.7,205.7,199.4,Unhealthy
2025-10-22,Chengdu,171.1,176.4,152.1,156.8,188.9,Unhealthy
2025-10-23,Chengdu,172.7,181.0,170.4,162.7,182.5,Unhealthy
2025-10-24,Chengdu,162.4,162.0,166.2,180.7,201.4,Very Unhealthy
2025-10-25,Chengdu,145.4,153.7,150.4,160.0,179.3,Unhealthy
2025-10-26,Chengdu,127.1,134.3,132.9,128.0,150.5,Unhealthy
2025-10-27,Chengdu,147.6,163.9,163.0,184.3,173.6,Unhealthy
2025-10-28,Chengdu,178.0,191.7,167.6,172.0,194.9,Unhealthy
2025-10-29,Chengdu,180.2,170.0,172.7,195.2,217.0,Very Unhealthy
2025-10-30,Chengdu,163.5,156.6,148.3,176.4,181.6,Unhealthy
2025-10-31,Chengdu,170.7,176.7,163.0,188.8,195.4,Unhealthy
2025-11-01,Chengdu,158.7,163.8,135.4,165.8,175.9,Unhealthy
2025-11-02,Chengdu,163.2,166.6,148.7,167.2,187.6,Unhealthy
2025-11-03,Chengdu,193.1,206.3,187.0,199.2,205.7,Very Unhealthy
2025-11-04,Chengdu,204.6,214.1,190.2,208.0,223.6,Very Unhealthy
2025-11-05,Chengdu,208.7,210.1,217.9,225.9,249.3,Very Unhealthy
2025-11-06,Chengdu,195.7,212.2,176.9,186.6,217.4,Very Unhealthy
2025-11-07,Chengdu,225.2,227.0,203.1,235.5,242.3,Very Unhealthy
2025-11-08,Chengdu,147.3,159.8,139.0,150.2,156.4,Unhealthy
2025-11-09,Chengdu,174.2,178.1,153.0,183.6,170.8,Unhealthy
2025-11-10,Chengdu,206.4,232.5,199.8,229.4,218.6,Very Unhealthy
2025-11-11,Chengdu,200.0,208.3,199.3,220.9,222.5,Very Unhealthy
2025-11-12,Chengdu,213.8,222.4,216.2,227.4,260.9,Very Unhealthy
2025-11-13,Chengdu,200.6,217.6,202.9,224.9,239.6,Very Unhealthy
2025-11-14,Chengdu,215.3,211.7,194.8,223.2,237.1,Very Unhealthy
2025-11-15,Chengdu,155.4,162.4,146.1,163.1,182.3,Unhealthy
2025-11-16,Chengdu,152.7,167.2,143.7,159.1,168.5,Unhealthy
2025-11-17,Chengdu,183.4,208.8,182.8,203.7,218.4,Very Unhealthy
2025-11-18,Chengdu,179.2,185.6,178.6,215.8,225.7,Very Unhealthy
2025-11-19,Chengdu,231.2,236.9,219.8,249.3,259.6,Very Unhealthy
2025-11-20,Chengdu,208.7,223.7,204.8,231.7,281.1,Very Unhealthy
2025-11-21,Chengdu,206.9,227.1,193.5,231.0,246.3,Very Unhealthy
2025-11-22,Chengdu,149.6,173.2,158.9,192.3,205.2,Very Unhealthy
2025-11-23,Chengdu,180.1,169.0,174.4,209.2,213.3,Very Unhealthy
2025-11-24,Chengdu,208.7,221.7,191.6,220.1,227.2,Very Unhealthy
2025-11-25,Chengdu,204.9,198.4,184.8,205.0,220.8,Very Unhealthy
2025-11-26,Chengdu,222.7,243.5,218.9,240.0,255.0,Very Unhealthy
2025-11-27,Chengdu,204.3,231.4,197.2,239.0,246.7,Very Unhealthy
2025-11-28,Chengdu,190.6,186.0,184.2,207.5,226.0,Very Unhealthy
2025-11-29,Chengdu,177.2,176.3,149.0,158.4,189.5,Unhealthy
2025-11-30,Chengdu,181.9,179.2,172.4,184.7,200.9,Very Unhealthy
2025-12-01,Chengdu,224.1,226.1,213.0,250.5,249.9,Very Unhealthy
2025-12-02,Chengdu,213.5,206.8,184.1,216.7,243.8,Very Unhealthy
2025-12-03,Chengdu,206.0,229.9,193.6,237.5,261.5,Very Unhealthy
2025-12-04,Chengdu,202.7,207.4,183.9,205.1,228.2,Very Unhealthy
2025-12-05,Chengdu,211.3,222.0,212.0,259.3,252.0,Very Unhealthy
2025-12-06,Chengdu,141.8,155.2,152.9,167.6,167.6,Unhealthy
2025-12-07,Chengdu,149.6,170.0,169.2,162.3,185.4,Unhealthy
2025-12-08,Chengdu,205.0,227.4,196.9,213.4,234.2,Very Unhealthy
2025-12-09,Chengdu,212.1,220.3,207.0,230.5,240.4,Very Unhealthy
2025-12-10,Chengdu,189.2,195.9,176.2,216.1,221.4,Very Unhealthy
2025-12-11,Chengdu,209.2,216.5,196.8,210.8,229.5,Very Unhealthy
2025-12-12,Chengdu,197.6,198.8,203.1,204.2,228.1,Very Unhealthy
2025-12-13,Chengdu,143.4,148.5,145.3,152.5,174.2,Unhealthy
2025-12-14,Chengdu,165.2,181.2,168.1,187.6,198.8,Unhealthy
2025-12-15,Chengdu,228.9,229.1,209.4,233.2,273.6,Very Unhealthy
2025-12-16,Chengdu,218.1,206.6,202.9,223.5,257.5,Very Unhealthy
2025-12-17,Chengdu,228.3,239.4,214.8,238.9,261.8,Very Unhealthy
2025-12-18,Chengdu,183.9,209.6,197.0,211.9,234.0,Very Unhealthy
2025-12-19,Chengdu,196.7,216.7,192.8,211.4,236.2,Very Unhealthy
2025-12-20,Chengdu,151.5,151.3,146.3,171.2,164.5,Unhealthy
2025-12-21,Chengdu,174.8,193.1,146.6,208.3,199.5,Unhealthy
2025-12-22,Chengdu,192.2,196.5,172.2,215.2,220.8,Very Unhealthy
2025-12-23,Chengdu,211.8,226.0,182.0,224.0,255.3,Very Unhealthy
2025-12-24,Chengdu,184.1,219.6,193.8,214.5,217.0,Very Unhealthy
2025-12-25,Chengdu,214.2,230.1,213.2,237.7,271.3,Very Unhealthy
2025-12-26,Chengdu,221.8,243.8,204.3,242.5,244.5,Very Unhealthy
2025-12-27,Chengdu,151.6,156.0,160.1,174.8,190.2,Unhealthy
2025-12-28,Chengdu,156.1,177.8,167.7,175.3,195.8,Unhealthy
2025-12-29,Chengdu,194.7,219.4,200.0,218.7,246.8,Very Unhealthy
2025-12-30,Chengdu,188.2,202.0,186.3,196.3,207.8,Very Unhealthy
2025-12-31,Chengdu,211.8,217.2,196.6,214.5,250.0,Very Unhealthy
2026-01-01,Chengdu,220.3,230.5,202.0,230.1,241.3,Very Unhealthy
2026-01-02,Chengdu,207.0,210.1,190.6,232.3,238.0,Very Unhealthy
2026-01-03,Chengdu,153.4,174.2,150.3,181.9,203.2,Very Unhealthy
2026-01-04,Chengdu,160.1,160.8,159.2,189.9,177.5,Unhealthy
2026-01-05,Chengdu,207.7,212.2,205.3,232.2,246.0,Very Unhealthy
2026-01-06,Chengdu,209.6,209.7,177.5,208.0,236.8,Very Unhealthy
2026-01-07,Chengdu,195.3,196.9,194.3,209.7,214.8,Very Unhealthy
2026-01-08,Chengdu,202.7,209.7,189.0,215.7,230.9,Very Unhealthy
2026-01-09,Chengdu,206.7,230.0,216.0,223.5,262.8,Very Unhealthy
2026-01-10,Chengdu,149.6,165.9,148.7,161.1,188.8,Unhealthy
2026-01-11,Chengdu,187.3,177.0,172.9,197.1,208.1,Very Unhealthy
2026-01-12,Chengdu,213.6,239.1,221.4,239.4,254.5,Very Unhealthy
2026-01-13,Chengdu,212.7,220.6,188.3,225.4,243.9,Very Unhealthy
2026-01-14,Chengdu,186.8,206.0,196.1,209.4,234.6,Very Unhealthy
2026-01-15,Chengdu,212.2,221.9,207.9,241.4,232.0,Very Unhealthy
2026-01-16,Chengdu,220.2,230.2,227.3,240.8,244.3,Very Unhealthy
2026-01-17,Chengdu,155.0,158.6,140.7,155.1,165.0,Unhealthy
2026-01-18,Chengdu,162.0,163.7,137.2,168.4,182.8,Unhealthy
2026-01-19,Chengdu,201.2,213.4,201.6,220.1,241.7,Very Unhealthy
2026-01-20,Chengdu,185.0,206.2,188.2,200.8,228.3,Very Unhealthy
2026-01-21,Chengdu,206.0,222.8,221.3,231.0,250.5,Very Unhealthy
2026-01-22,Chengdu,184.4,212.1,187.2,223.9,224.0,Very Unhealthy
2026-01-23,Chengdu,188.1,203.0,171.2,212.4,226.7,Very Unhealthy
2026-01-24,Chengdu,144.0,153.6,151.5,167.6,175.0,Unhealthy
2026-01-25,Chengdu,123.5,143.0,140.9,158.2,161.7,Unhealthy
2026-01-26,Chengdu,203.6,215.2,216.2,228.8,259.8,Very Unhealthy
2026-01-27,Chengdu,203.5,214.0,199.8,227.8,240.0,Very Unhealthy
2026-01-28,Chengdu,206.6,231.9,205.0,249.1,254.4,Very Unhealthy
2026-01-29,Chengdu,196.9,225.0,208.9,232.6,232.3,Very Unhealthy
2026-01-30,Chengdu,223.8,226.6,214.8,242.1,249.4,Very Unhealthy
2026-01-31,Chengdu,164.8,176.5,156.4,188.2,197.9,Unhealthy
2026-02-01,Chengdu,152.1,161.4,164.8,174.2,174.0,Unhealthy
2026-02-02,Chengdu,186.0,205.1,176.0,208.4,224.1,Very Unhealthy
2026-02-03,Chengdu,194.8,195.7,177.2,225.1,211.8,Very Unhealthy
2026-02-04,Chengdu,200.0,229.8,199.4,207.9,233.6,Very Unhealthy
2026-02-05,Chengdu,195.1,194.9,192.1,213.1,224.5,Very Unhealthy
2026-02-06,Chengdu,206.6,225.6,203.4,231.6,248.6,Very Unhealthy
2026-02-07,Chengdu,158.4,174.7,161.2,167.0,192.6,Unhealthy
2026-02-08,Chengdu,170.7,176.7,155.8,191.0,183.6,Unhealthy
2026-02-09,Chengdu,189.0,199.7,187.7,227.1,225.1,Very Unhealthy
2026-02-10,Chengdu,206.7,222.9,201.9,224.5,248.6,Very Unhealthy
2026-02-11,Chengdu,190.0,205.0,203.7,218.6,243.4,Very Unhealthy
2026-02-12,Chengdu,176.3,190.6,187.7,217.0,215.0,Very Unhealthy
2026-02-13,Chengdu,223.6,233.8,202.9,214.0,257.8,Very Unhealthy
2026-02-14,Chengdu,190.6,181.0,167.6,191.2,196.7,Unhealthy
2026-02-15,Chengdu,155.1,153.9,119.1,162.5,181.0,Unhealthy
2026-02-16,Chengdu,177.2,195.4,183.1,201.3,223.1,Very Unhealthy
2026-02-17,Chengdu,218.5,234.4,214.4,236.0,245.1,Very Unhealthy
2026-02-18,Chengdu,216.8,245.7,207.6,237.7,255.5,Very Unhealthy
2026-02-19,Chengdu,213.2,212.3,226.8,233.7,252.7,Very Unhealthy
2026-02-20,Chengdu,226.9,251.8,209.1,255.4,262.5,Very Unhealthy
2026-02-21,Chengdu,159.1,158.7,151.6,178.8,185.4,Unhealthy
2026-02-22,Chengdu,151.7,180.8,167.3,182.5,179.7,Unhealthy
2026-02-23,Chengdu,199.9,212.2,182.8,222.6,233.3,Very Unhealthy
2026-02-24,Chengdu,222.4,231.1,207.1,252.6,263.7,Very Unhealthy
2026-02-25,Chengdu,189.0,218.3,195.6,219.6,220.0,Very Unhealthy
2026-02-26,Chengdu,188.5,202.5,194.3,232.9,224.1,Very Unhealthy
2026-02-27,Chengdu,207.3,225.3,221.0,230.8,260.2,Very Unhealthy
2026-02-28,Chengdu,172.9,183.3,171.4,189.9,214.2,Very Unhealthy
2026-03-01,Chengdu,145.1,160.4,130.7,145.9,174.4,Unhealthy
2026-03-02,Chengdu,170.2,171.6,153.3,167.1,188.3,Unhealthy
2026-03-03,Chengdu,161.9,174.6,156.4,177.0,187.4,Unhealthy
2026-03-04,Chengdu,173.2,170.5,164.9,182.7,182.7,Unhealthy
2026-03-05,Chengdu,174.1,183.2,163.0,184.5,196.9,Unhealthy
2026-03-06,Chengdu,145.3,172.4,163.5,169.7,176.3,Unhealthy
2026-03-07,Chengdu,136.2,142.5,133.3,117.6,153.5,Unhealthy
2026-03-08,Chengdu,125.8,147.4,138.8,156.2,164.7,Unhealthy
2026-03-09,Chengdu,161.4,161.1,148.9,175.7,199.7,Unhealthy
2026-03-10,Chengdu,165.2,188.2,159.3,167.5,201.6,Very Unhealthy
2026-03-11,Chengdu,159.1,185.9,150.0,194.9,193.1,Unhealthy
2026-03-12,Chengdu,187.8,197.0,191.9,193.7,204.6,Very Unhealthy
2026-03-13,Chengdu,158.8,177.1,168.4,184.8,201.9,Very Unhealthy
2026-03-14,Chengdu,147.9,133.5,135.3,154.1,165.7,Unhealthy
2026-03-15,Chengdu,134.9,141.5,142.2,136.7,175.2,Unhealthy
2026-03-16,Chengdu,163.8,177.5,159.8,188.5,205.1,Very Unhealthy
2026-03-17,Chengdu,148.4,166.9,161.1,174.3,181.1,Unhealthy
2026-03-18,Chengdu,158.3,196.3,170.5,180.5,193.5,Unhealthy
2026-03-19,Chengdu,157.8,175.4,165.6,168.7,220.8,Very Unhealthy
2026-03-20,Chengdu,182.8,202.3,194.6,206.4,199.4,Unhealthy
2026-03-21,Chengdu,132.2,135.7,125.9,147.9,164.5,Unhealthy
2026-03-22,Chengdu,115.1,141.8,129.5,131.3,152.0,Unhealthy
2026-03-23,Chengdu,190.4,186.5,175.4,186.4,217.5,Very Unhealthy
2026-03-24,Chengdu,191.8,181.9,186.6,200.5,218.0,Very Unhealthy
2026-03-25,Chengdu,165.1,166.7,164.6,170.3,199.9,Unhealthy
2026-03-26,Chengdu,178.5,183.7,179.8,193.3,213.1,Very Unhealthy
2026-03-27,Chengdu,177.5,185.7,185.1,194.4,206.6,Very Unhealthy
2026-03-28,Chengdu,139.1,160.0,148.9,146.5,169.7,Unhealthy
2026-03-29,Chengdu,132.1,140.6,124.5,163.8,158.2,Unhealthy
2025-03-30,Chennai,140.9,139.7,140.8,147.9,174.3,Unhealthy
2025-03-31,Chennai,165.3,174.8,154.0,178.3,186.4,Unhealthy
2025-04-01,Chennai,159.0,155.2,145.4,178.4,201.7,Very Unhealthy
2025-04-02,Chennai,170.3,179.3,194.0,205.3,207.2,Very Unhealthy
2025-04-03,Chennai,173.1,178.7,157.9,177.4,185.8,Unhealthy
2025-04-04,Chennai,145.0,169.9,152.3,159.4,188.3,Unhealthy
2025-04-05,Chennai,140.6,161.7,145.2,170.4,157.6,Unhealthy
2025-04-06,Chennai,135.1,128.5,120.8,116.1,138.4,Unhealthy for Sensitive Groups
2025-04-07,Chennai,159.1,169.0,155.0,168.9,190.4,Unhealthy
2025-04-08,Chennai,165.0,165.2,152.5,171.1,190.9,Unhealthy
2025-04-09,Chennai,158.9,167.4,171.4,175.8,201.3,Very Unhealthy
2025-04-10,Chennai,153.7,173.8,156.3,174.5,177.2,Unhealthy
2025-04-11,Chennai,167.8,178.0,159.3,197.9,211.4,Very Unhealthy
2025-04-12,Chennai,138.2,161.3,135.2,155.8,168.1,Unhealthy
2025-04-13,Chennai,134.7,138.1,146.1,160.5,179.4,Unhealthy
2025-04-14,Chennai,180.8,199.2,188.3,208.6,219.7,Very Unhealthy
2025-04-15,Chennai,209.0,217.3,181.4,213.8,204.4,Very Unhealthy
2025-04-16,Chennai,176.5,186.6,166.1,208.5,206.8,Very Unhealthy
2025-04-17,Chennai,164.5,170.1,161.2,199.4,175.8,Unhealthy
2025-04-18,Chennai,188.1,185.5,183.4,196.9,227.4,Very Unhealthy
